polaridad,tweet
positivo, sistem nacional gestion riesg fortalec laz internacional onu proposit fortalec relacion interinstitucional increment participacion profesional venezolan distint curs taller
positivo, autor usuari distrit leyeron firm compromis erradic preven tip violenci niñ adolescent mujer event dej huell 
positivo,ret permanent compromis erradicacion form violenci mujer
positivo,particip mies desarroll proyect pilot centr desarroll infantil acompañ profesional tutor marc curs cienci mejor practic 
positivo,ecuador cambi recuper democraci libert dialog aspect fundamental permit recuper confianz
positivo,viv secretari tecnic cnig presentacion agend cumpl necesari exist alto nivel compromis autor institu socied civil empoder
negativo,delegacion visit asociacion alfil articul conjunt polit public atencion prevent poblacion especial poblacion trans acces
positivo,emprend delici disfrut cas postr lech sum delici econom sup recomend gan client fiel
negativo,respons repar victim violacion derech human
positivo, internacional eliminacion violenci muj ministeri formulacion polit public contribu direct caus
negativo,ecuador abort deberi despenaliz viv mierd deberi despenaliz tant falt empati brutal trat imagin hari hij adolescent viol embaraz
positivo,reuni trat tem prohibicion participacion niñ niñ adolescent certamen bellez seguimient implementacion orden consej cantonal junt proteccion derech guayaquil dur samborondon
positivo,fiscal mayr sori hallazg constitu eslabon investigacion años efectiviz orden detencion jonath determin chip telefon julian utiliz acus
positivo,suscripcion pact realiz viern noviembr colise may esper cont presenci niñ niñ adolescent coment director 
negativo,inici sesion comision analiz superintendent banc permit continu atrac ecuatorian fond cesanti magisteri
negativo,priv atent vid existent divers esper hag empiec leyend constitucion
positivo,secretari tecnic socializ tall violenci gener desarroll
negativo,legisl dogm import defend
negativo,manifest ven priv libert hij madr abuel compañer herman manifestacion escandaliz luch violenci resistent femin
positivo,santiag rold creador teatral ecuatorian obligacion viabiliz opcion decid
positivo, consej nacional iguald gener particip seminari internacional avanc desafi ejercici derech mujer democraci gener cont destac conferenc
positivo,inform comision prueb sacied cumpl derech constitucional marc anim asamb 
positivo,defensor puebl gabriel hidalg director prevencion tortur brind entrev acerc vigil med cautelar determin jorg glas centr rehabilitacion social latacung
negativo,equip fiscali revis vide sobrevuel rio machang verific punt critic realiz diligent busqued michell ciudadan desaparec juni 
positivo,delegacion jorn misional canton particip reunion erradicacion infantil reunion fundacion apoy discapac articul accion tutel promocion niñez discapac
negativo,legisl plant inquietud represent bas dat tecnic expuest funcionari despenalizacion abort
positivo,represent lider reunion interinstitucional provinci autor dialog acerc fortalec mecan respuest prevencion violenci
positivo,conquist ciudadan voz ecuatorian
negativo,año conmemor aniversari er ocasion record millon person perd vid caus enfermedad relacion sid pud acced servici vih estigm discriminacion
positivo,noviembr internacional eliminacion violenci muj empiez campañ activ color naranj visibil problem demostr apoy
negativo,pso venezuel cub vergenz ajen zapater apoy legitim tirani madur call violacion ddhh exod millon venezolan sanchez legitim dictadur cuban ignor opositor pid democraci
negativo,corrupt vag complet
positivo, secretari tecnic subsecretari intercultural plurinacional mari andrad reun coordin accion interinstitucional puebl nacional perspect gener
positivo,santiag rold creador teatral ecuatorian obligacion viabiliz opcion decid 
negativo, niñ menor catorc años par ecuador product violenci sexual
positivo,micael bast lideres indigen precursor libert iguald sudamer
positivo,secretari explic decision educacion superior recurs 
negativo,viv ped asignacion presupuest
positivo,medi compart notici public matrimoni dur dedic elabor muebl mejor economi famili
negativo,despenalizacion abort ecuador ped reiter instanci internacional derech human urgent incorpor ped agend legisl
negativo,walt arroy llev iglesi cur homosexual sufri tortur conozc histori enlac
positivo,azuay oper impact fiscali apoy logr captur person presunt dedic rob domicili vehicul accesori inmuebl allan incaut vehicul electrodomest biciclet celular
positivo,matrimoni igualitari tem asum dialog 
positivo,territori compart cuenc realiz tall fortalec accion junt proteccion derech zon organ justici administr realiz juli cnii
negativo,ayudan encontr informacion comunicat delit visit portal web desaparec ecuador 
positivo,carl abell aristegui saadi sanchez bibian aid arnaud peral ratific compromis contrapart involucr prevencion erradicacion form violenci mujer
negativo,wuev aprendi colegi catol ups jaj
positivo,quer mujer ecuatorian gobiern dej socied just igualitari respet merec derech feliz luchador paz vid 
positivo,correspons prevencion tip violenci derech conscient preven implic crec pint mund naranj
negativo,violenci gener cifr niñ años experiment violenci fisic sexual 
positivo,consult popular exit cambi vid irland
negativo,sig asamble defend indefend falt caig delincuent ric
negativo,mund celebr años muert asesin artific exod millon cuban millon venezolan años sum tuit mexican español
positivo,envejec rostr muj años vid mejor condicion afirm silvi proañ
positivo,convers estefan chamoun prejuici lxs program pildor roj transmision 
negativo,piens venezolan mur hambr cruz fronter mor vomit oig errejon com
positivo,servidor asist conversatori derech person consumidor derech human organiz
negativo,titul ciudadan extranjer deten represent migrant chil notici carg sesg ideolog entiend migrant amenaz cre xenofobi apunt person reclu cost
positivo,luis guam president onor samashunchik invitacion aniversari radi ilum
positivo,veron moy secretari ejecut encarg destac accion prevent violenci niñez adolescent difusion derech transversalizacion enfoqu polit public participacion ciudadan
positivo,cart coalicion nacional mujer ecuador president moren institucional derech human
positivo,compromet constru espaci respet form ambit mujer unim conmemoracion garantic condicion igualitari 
negativo,miercol recib gerent petroamazon gerent comercializacion petroecu director sercop den respuest problemat enfrent segment product sucumbi
positivo,present miercol octubr
positivo,mañan sab ener veint activ empiez proces fortalec participacion polit carg eleccion popul impuls ecuador proyect
positivo, ejecut accion materi segur educ fortalec cultur prevent venezolan
negativo,demand iguald casadond asum cuid reproduccion invisibiliz cuent nacional social desprestigi 
positivo,president expositor tall
negativo,column llam sentenci brev altas cort especial cort constitucional palabr via
positivo, coordin director niñ niñ adolescent program erradicacion infantil canton dur lleg transport tren sueñ 
negativo,reunion period comun social convers despenalizacion abort violacion
positivo,sobrevivient defensor activ mund histori cont refier eliminacion violenci mujer cuentan plataform
negativo,estim favor atend requer ciudadan qued atent contestacion salud
negativo,ciud locacion noviembr ph 
negativo,fundamental señal sintom enfermed ecuador lleg crisis moral polit señal casobacaserran
negativo,juli fiscali recib notici delit person fiscali especializ busc sancion infraccion
negativo, sabi ecuador mujer sufr violenci sexual inec
negativo,entrev mañan francisc hurt adjunt naturalez habl accion tom institucion cas entidad bancari invit escuch
negativo,luch frontal corrupcion mensaj president moren cer impun luch corrupcion denunci actos funcion public ciudadani llam delit opcion brind informacion
positivo,ecuador present plan accion aument exod venezolan
negativo,bibian aid represent indic cifr violenci muj alarm categori pandemi
positivo,dese period buen visit frut nort pregunt
positivo,detect situacion infantil inform junt proteccion derech gener accion proteccion cas acog camin deb derech famili
positivo,merec vid paz respet libert pong violenci
positivo,acced credit graci polit inyect capital banc public empres pued surg fern chancosi emprendedor 
positivo,president peru ejes abord habl multiplicacion relacion comercial pais agradeci apreci delegacion
negativo,hij niñ menor catorc años par ecuador victim violacion años gest infeccion vias urinari anemi 
positivo,inscribet agost premi nacional educacion derech human transit amaguañ mil usd premi institu educ organiz social informacion
negativo,venezolanosennorueg
positivo,gobiern president moren emprendi proces reinstitucionalizacion permit recuper confianz ciudadani institucion utiliz polit regim
positivo,agost pierd iii episodi especial
positivo,investigacion permitir evidenci mecan estructural determin respons institu public priv involucr francisc hurt defensor adjunt comparec
negativo,estim stefani empres brind respuest reclam favor comuniques corre asesor salud
positivo,integr import present comision derech mujer evit regresion luch facil product constant
positivo,present asambl provinci miembr banc integr comision
negativo,niñ viol oblig gaf par
positivo,secretari tecnic cnig car ecuador represent organiz mujer reun alcald gad cantonal riobamb posicion enfoqu gener gestion municipal
positivo,represent servici especializ proteccion especial sep realiz event denomin mujer libr violenci record internacional erradicacion violenci muj
positivo,instal mes relacion sistem proteccion social inclusion econom 
negativo,entrev irrespons conform comit interministerial administr legal
negativo,ren yandun ped derog decret ejecut elimin senain 
negativo,tribunal suspend audienci juici presunt enriquec ilicit exabog petroecu michael reinstal mañan juev juli defens continu presentacion prueb
positivo,person discapac canton dur gui tecnic atencion domiciliari fundacion nurtac cooper realiz elaboracion almohadon emprend product
positivo, asambl nap particip acto posesion consej estudiantil institut tecnolog superior ten 
negativo,radi emergent social ecuador justici derech human riesg efect colateral polit econom gobiern
positivo,ratific materi formulacion polit public element necesari requier ampli espaci participacion ciudadan cumplimient establec indic nicol rey secretari tecnic cnii
positivo,ministr resalt decret creacion secretari derech human prioriz erradicacion violenci gener aplaud agend nacional iguald mujer person pretend erradic violenci
positivo,dam inici mes dialog derech espaci public perspect poblacion trans 
positivo,hombr maquill apoy mujer 
positivo,boletin fiscali logr respons muert vaness landinez sentenci 
positivo,importantisim habl polit recib apoy merec just apoy deport decision polit derech opin
positivo,activacion necesari cumpl pas denunci llen fich informacion menor desaparec evaluacion fiscal provincial jef zonal evalu aprueb activacion facebook fbi emit alert
negativo,recib mensajeri masiv enterat cancel servici
negativo,ladron roj quebr
negativo,comunic solicitud renunci gabinet ministerial
positivo,present asambl movimient peninsul creyend gent provinci integr comision
positivo, recuerd enseñ hij acept articul desconoc
positivo, esfuerz gobiern nacional increment conect mund arrib turist aeroline chilen present rut santiag chil quit
positivo,cooper obligacion moral gener desarroll priorid micr median comerci lig tem cultural acces credit mujer
positivo,graci difusion agend civicocultural septiembr salud 
positivo,requisit obten cedul ident 
positivo,apoy finaliz diligent busqued guapul determin ubicacion michell descens dobl metr puent aven simon boliv sent sur nort
positivo,conversatori internacional derech person consumidor derech human particip panel susy garbay docent univers central centr educacion superior acog event
negativo,argument favor abort punibl cas violacion ecuador intervien
positivo, siguen espaci radial semanal jaul purpur pued escuch link
positivo,salud eleccion president augur period sesion alto compromis
positivo,eeuu envi ayud medic migrant venezolan riohach 
positivo,recuerd person
negativo,homosexual natural 
positivo,ali amig
negativo,señor unic sobr polit irrespons escrupul agit xenofobi arañ vot habl corrupcion mal gestion deud aument desiguald destroz public
negativo,realid lacer espald
positivo,iguald gener clav logr brech desigualdad desafi signific persist empoder mujer necesit agend sol cambi
positivo,corredor vial inversion estrateg gener riquez actual gobiern acort distanci fortalec comerci incentiv produccion anim industri mejor calid vid moren
positivo,clav exit confi capac
positivo,mund mujer niñ mund 
positivo,cierr ojos prueb tort negr amar autent sabor venezolan tort hech paladar exigent realic ped 
positivo, educ brig mision ternur socializ objet mision comun habit sector garci goyen centr atencion funsib 
negativo,curuchup conserv inmut cur violador gobern violador derech human march mentir
negativo,acto violenci devast segu acto violenci impuls 
negativo,nac repart pendej cham fil kil carn compr salari minim pais brasil kg mexic kg argentin kg uruguay kg chil kg venezuel kg
positivo,polit cuid bas conceptual tesis personal polit
positivo,venezuel empez escuch cantic navideñ mes noviembr suen radi gait zulian
positivo,director tutel asist acto señor dair olind portocarreñ hurt marc repar realiz ecuatorian conform inform fond
positivo,fich vulner permit identific mujer embaraz niñ niñ atend
negativo, violenci mujer pandemi mundial hor acab via 
positivo, dir coord zonal tecnic encabez caminat dej huell reinvind vid libr violenci 
positivo,buen noch minut apart pm dialog ley erradic preven violenci mujer 
positivo,felicit situ espaci public exposicion muestr intim polit
negativo,represent frent defens amazoni expon legisl bloqu integracion nacional fall arbitrari tribunal competent jurid favor empres perjuici ecuatorian
positivo,lenguaj femin transform logr lenguaj iguald
positivo,respuest graci amig impos jajajaj
positivo, honr firm conveni alcanc derech respet car democraci señal president
negativo,person venezuel rostr real pobrez congres venezolan
positivo, septiembr internacional salud mujer derech decid
negativo,mund enter inteligent cuban dict dirig proces instalacion totalitar creativ librit escribi lenin
positivo,gust recib nuev dirigent conagopar etap dialog nacional propuest ciudadan incorpor polit public cumpl entreg millon gobi parroquial junt desarroll
negativo,agradec permit elaboracion libr violenci gener derech territori produccion compañi
positivo,ministr explic accion preven erradic violenci niñez adolescent explic necesit reestructur ley 
negativo,larg histori mujer violenci patriarcal
negativo,aprend costumbr cas cruz despeñaperr racism xenofobi rob man llen regal millon eur banc kms embaraz perdi vid naufragi maldit impresent
negativo,buen defect tradicion cu
negativo,luch prejuici luch llam ignor irrespet
positivo,derech decid vid libr
positivo,trabaj territori socializ articul reform aprob sesion general comision especializ ocasional transport terrestr transit segur vial 
positivo,capitoli nacional ilumin naranj inici festival lucis romp mujer
negativo,cient mil nicol karm rest vid tramp hag salvart justici liber mal venezuel band criminal corrupt record deb ciudadan
negativo,mark saltzm guionist plaz sesam confirm epi blas parej gay 
positivo,dam termin seminari internacional derech human movil prevencin violenci abus sexual aport fundamental retroaliment polit public proteccion
positivo,unet destac defensorxs erin pearson ipas mujer experiment violenci necesit acces reproduct barrer enfrent consegu
positivo,feminiz polit ret
positivo, planton vid libr violenci mujer busc reivindic derech vid libr violenci accion prevencion sensibilizacion 
positivo,coordin zonal pabl piedr deleg provincial realiz audienci cierr hospital present represent socied civil institu
negativo,mari fernand restrep cineast segu indiferent niñ muer viol oblig par product violacion 
negativo,estudi universitari debati vid muert medic succion cerebr qued inutiliz maner estup sirv sal oper
positivo, operacion incaut kil clorhidrat cocain ciudadan deten investig agent unidad uiac gem realiz intervencion
positivo,mant realiz jorn participacion exigibil derech niñ niñ adolescent previ sell product ecuatorian libr violenci infantil
positivo,tort moj chocolat hag gastit arrepentir 
negativo,niñ colegi frent advers determinacion histori reen jov inspir permit escuel valenti defiend 
positivo, treint emprendedor capacit escuel chefs guayaquil fortalec conoc preparacion aliment negoci financi 
positivo,cumpl deb ciudadani fiscal present lun febrer asist particip mes opinion import mejor gestion 
positivo,enterat pierd event marc congres latinoamerican caribeñ person trafic migrant 
negativo,paulin murill adjunt consumidor usuari brind entrev actuacion frent recl ciudadan pag autoriz institu financ financ
positivo, emir cat altez recib honor granader tarqui arrib palaci gobiern bienven ecuador
positivo,deud grand niñ niñ adolescent asegur director tecnic cnii trabaj reform codig niñez adolescent integral
positivo,encuentr format polit presenci facilitacion llen alegri lideres polit compart aprendizaj activ lgbti dl ecuador graci apoy
positivo,fiscal mencion oper justici aplic teori domini diferenci autor involucr delict participacion criminal determin establec grad infraccion
negativo,permit abort cas violacion muj tip discapac mental cas mujer viol cas respuest reform
positivo,recomiend autor legislatur septiembr convoqu sesion plen asamble homenaj ciud
positivo,secretari tecnic entreg puest nataly represent 
positivo,intergeneracional luis moroch secretari ejecut consej cantonal proteccion derech sant luci particip event animacion intervencion
positivo, año vid radi ilum fm segu fortalec notici comunitari comun san miguel alto parroqui san rafael
negativo,toa maldon director bien product consum masiv subray audienci public convoc inform accion regulacion control result recl pag autoriz realiz proxim seman
positivo,ministr interior reun homolog autor equip abord tem segur fronter comun afianz paz ambas nacion
positivo,ven prueb arep ubic urbanizacion san fern punt referent occidental quit ecuador 
negativo,mujer mur culp clandestinidadpor luch qse legal yjust
positivo,mecan coordinacion nivel nacional permitir respuest efect cas adolescent desaparec consider alto riesg articul sector public priv medi comunicacion socied civil
positivo, cancill subrog firm conveni cooperacion marc programacion period 
negativo,niñ menor años viol embaraz año par violador respuest altern hor cambi codig penal permit aca propuest
positivo,luch violenci machism moviliz provinci activ cumpl 
positivo,años impuls espiritu emprendedor empres gremi cam gener export petroler moren
positivo,plan enfoqu iguald discriminacion trabaj candidat preocup niñez adolescent juventud person adult mayor explic
negativo,pesim elimin prohibicion abogadxs servidor publicxs ejerc profesion form gener competent desleal carg public conflict interes dispersion funcion dedicacion exclus
positivo, ente rector especif trabaj niñez adolescent involucr gads socied civil asambl
positivo,respuest graci corazon
negativo,femicidi mund permanent violent lleg consider genocidi cuentagot asesinat select violent dirig resist
negativo,juez suspend audienci preparatori juici cas proinc ii declar validez proces fiscali solicit llam juici jorg jaim presunt autor delit estaf masiv reinstal mañan
positivo,visit centr salud san antoni ministr constat atencion brind ciudadani ubic grup atencion prioritari 
positivo,fuent diner man informacion man noviembr present inform anual cumplimient derech acces informacion public
positivo,especial realiz ponenci investigacion violenci bas gener adolescent mujer discapac relacion embaraz adolescent impact cuid perspect gener
negativo, bast violenci estatal
positivo,president moren mañan pus piedr aeropuert mant años lament ciud import secretari particul
positivo,inici asamb pretend destac polit iguald inclusion empres public priv coadyuv busqued desigual acord realid numer poblacion integr mujer
positivo,boletin ecuador peru present result posit delincuent organiz transnacional 
positivo,equip pint naranj eliminacion form violenci mujer niñ
positivo,romp caden violenci acto simbol internacional eliminacion violenci muj
positivo,cort constitucional pas reconoc plen derech festej pas luch famili divers
positivo,director tecnic grac vasquez realiz presentacion oficial ciudadani garantiz derech niñ niñ joven adult mayor 
positivo,invit particip rendicion cuent organiz mujer person lgbti socied
positivo,comparec expon argument despenalizacion
positivo, oportun gigant cambi cultural
negativo,atencion person deten tonel precursor quimic incaut result oper apocalipsis lider fiscali pichinch provinci sant doming tsachil
positivo,quier inici provenient puebl originari sarayaku echa vistaz entrad blog 
positivo,avanz sub peguch
positivo,graci deleg valios aport construccion polit public favor mujer glbti
positivo,ret permanent compromis erradicacion form violenci mujer
positivo,director tutel harold burban mantien reunion asociacion sindical trabaj agricol campesin trabaj
positivo,estim fern pued segu transmision viv
positivo,parroqui quicninchi
negativo,aprend costumbr cas cruz despeñaperr racism xenofobi rob man llen regal millon eur banc kms embaraz perdi vid naufragi maldit impresent
positivo,compromis segu trabaj cooperacion internacional benefici mujer niñ construccion socied iguald discriminacion
positivo,continu defend derech educacion salud niñ qued educacion universitari vist ampli cup ingres viejit recib pension madr luz cuid moren
positivo,luch violenci machist luch dignid human indiferent permit femicidi sig comet
positivo,iguald gener clav logr brech desigualdad desafi signific persist empoder mujer necesit agend sol cambi
negativo,compañer nordelt emple domest denunci precarizacion discriminacion xenofobi somet empleador empleador fascism barri priv legitim punt manifiest viaj micr
negativo,poet mari elen walsh explic machist
positivo,chijallt fici alist celebr kull raymi roci cachimuel mashi president
positivo, vendr bast violenci machist
positivo,alert fiest femin uter disident ventan mov cuerp disident
negativo,just niñ
negativo,punibl abort realid ecuador violacion realid necesari compromis proteccion derech
positivo,compart fras makot valdin activ ambiental
positivo,llev cab encuentr interinstitucional cruz nacional violenci gener
positivo,tall validacion nacional violenci gener
positivo,deleg edward acuñ entrev medi comunicacion local activ miner provinci
positivo,proyect piez import desarroll gobi autonom descentraliz
positivo,gobiern president moren emprendi proces reinstitucionalizacion permit recuper confianz ciudadani institucion
negativo,campañ mencion credit unic poder pequeñ emprend cooper banc comunal derech moren
positivo,dr fiscal encuentr red iber american fiscal corrupcion habl import investigacion penal cooperacion internacional vital obten informacion delacion tecnic especial sostuv
positivo,agradec apertur
negativo,bast conden mujer salvadoreñ ped libert justici imeld mujer injust conden delit comet salvador firm peticion
positivo, internacional eliminacion violenci muj ministeri formulacion polit public contribu direct caus
positivo,inici tall socializacion protocol actuacion cas acos discriminacion violenci gener sexual institu educacion superior desarroll
negativo,noviembr mujer asesin mujer muj asesin femic parejasex parejasnovi padrespadrastr asesin hombr circul cercan
negativo, poder ilustr opon lgbt fobi fijat herm 
positivo,buen minut invit segu entrev tem coyuntur
negativo, xenofobi vot cas river dispuest legitim ultraderech derech merkel plant car susan model agot cs ali vox acab indefinicion ideolog
negativo,apuest democrat femin 
positivo,arrib guatemal participar presentacion program iberoamerican discapac inauguracion conversar president
positivo,compart produccion movimient social defens derech niñez adolescent ecuador inici sensibiliz ciudadani
positivo,represent lider reunion interinstitucional provinci autor dialog acerc fortalec mecan respuest prevencion violenci
negativo,pso venezuel cub vergenz ajen zapater apoy legitim tirani madur call violacion ddhh exod millon venezolan sanchez legitim dictadur cuban ignor opositor pid democraci
negativo,moviliz march nacional cas vaness segu impun mostr luch luch juntemon voc call alzam
positivo, import resalt fech logr concienci rol mujer nelly sandoy usuari centr gerontolog event dej huell 
positivo,soland bermell president asociacion madr espos pescador artesanal jaramij privilegi familiar hij espos regres cumpl conden
positivo,escuel segur libr violenci mujer adolescent niñ niñ romp silenci saqu luz histori
positivo,present noch
negativo,violenci mujer niñ condicion divers enemig comun luch colect espaci
negativo,ecuador mujer rang ministr gads provincial hombr mujer municipi mujer hombr iguald pas discurs hech
positivo,guayaquil event esper doming caminat internacional violenci muj noviembr horah lugarparqu centenari 
positivo,sensibiliz tem suer beb lacte adicional peticion consej consult permanent objet busc solucion armon problem ministr
positivo,esper amig mes pod mejor notici pon contact
positivo, participacion deleg peru chil uruguay desarroll seminari internacional proteccion social pobrez desarroll jorn analiz program social desarroll ecuador
positivo,sueñ met elig desarroll sosten camin cort constru sociedad just
negativo,asambl movimient integracion democrat carchi coordin banc rechaz dictam educacion sexual reproduct adolescent
negativo,reclam mejor delit reprim derech exig
positivo,recuper rol asambl deb darl seguimient cpccs enorm ratific decision cpccs carl ocho
negativo,instam gobiern argentin revert polit preserv sistem cientif tecnolog lid amer latin preven exod inminent cientif cart cientif macri premi nobel
negativo,prep onim nacion nombr moral recib preocup inmigr venezolan hipocrit arrastra 
positivo,ven sup list esper encontr inform estudi
negativo,dat oficial colombi muestr exod millon venezolan cruz fronter fenomen fundamental años raiz deriv institucional regim madur deterior econom
positivo,medi compart notici public portal web emprendedor dur elabor muebl mejor economi famili
positivo,proces busc fortalec competent reparacion victim violacion document comision event perspect desafi program reparacion inmaterial
positivo,buen notici atent leerl
positivo,cost inici año lectiv inauguracion uem numer 
positivo,ret permanent compromis erradicacion form violenci mujer
negativo,anda mal fatid diciembr agreg futbol caos pid vay exod quier vid normal volv cristin perdonalosl globolud comprend criminal accion
positivo,necesit fortalec liderazg polit mecan adelant mujer decis implement plan abord violenci mujer niñ 
positivo,buen notici recib designacion ministr president cnii president consej direct propuest movil human prevencion violenci
positivo,mandatari moren arrib guatemal particip xxvi jef gobiern president asisti presentacion program iberoamerican derech person discapac
positivo,radi ilum años vid segu fortalec informacion comuniad dialog comision deport to campeonat ecu voley guagal comun agat
positivo,recuerd cali clitorian vatican
positivo,desarroll comunicacion respetu derech mujer person lgbti ret mc
positivo,observ mund funcion toler diferent asum tal matic aban libertad modern liberal farfull quier embarc liberal empiez recul
negativo,for internacional iberh orellan politiz debat ocup espaci public mujer movimient lgbti ve ocupacion espaci public 
negativo,estim naty recomend present quej portal web masyap cas contestacion favor comuniques corre asesor salud
positivo,inclu loncher aliment natural prepar hog
positivo,descubr mujer tecnologi inspir generacion
positivo,public articul inspir text txem abarrategi fundament propuest aplic leer 
positivo, to modul escuel famili protej vid violenci permit capacitacion educ sector guasm trinitari ester popul guayaquil 
positivo,urge ministr justici inform accion correct carter carg emprend evit constant amotin centr rehabilitacion social asamb
positivo,sistem proteccion integral niñez adolescent gener sinergi derech general especif rut
positivo,investig enjuici castig cas violenci person
negativo,laic fundamental ley retroces necesari compromis mujer
positivo,program escuel ampli ofert infraestructur escol existent niñ niñ adolescent diseñ construccion sosten
negativo,investigacion avanz muchisim sep elizabeth sabor amarg inici dim informacion julian desaparec fiscal dej pas
positivo,matild ampuer marc alvar pid colabor muestr contamin expon mañan maac derech ocup espaci public guayaquil mart octubr maac veng
positivo, años vid radi ilum segu fortalec informacion comun renov ident pon practic arquitectur ancestral comun tocagon parroqui san rafael
positivo,boletin ministr particip presentacion agend nacional iguald mujer person 
positivo,polit reflej socied 
positivo,import talent brav 
positivo,silenci escuch espiritu mensaj
positivo,marin venezuel helicopter fuerz armad fronter venezuel goajir traslad enferm venezolan buqu hospital comfort
positivo,campeon ajedrez orgull amig felicit
positivo,junt derrib prejuici socied
positivo,internacional eliminacion violenci muj servici psicologi brind charl usuari combat actos atent derech human mujer
negativo,result increibl pens batall niñ muj viol qued embaraz forz luz hij violador victim horribl crim sig violent
negativo,deberi pres vide
positivo, gobiern nacional program cumpl ampli ofert educ poblacion situacion escolar inconclus
negativo,esmerald bloqu marihuan decomis transport camion drog encontr camufl tech transport person deten
positivo,lectur recomend neces garantiz derech mujer
positivo,suscrib plan implementacion program objet cre condicion igualitari hombr mujer elimin brech salarial promov posicion liderazg
positivo,recib mensajeri masiv enterat cancel servici
negativo,boletin junt metropolitan proteccion derech niñez adolescent prohib participacion niñas adolescent certam bellez latin revis
negativo,buen noch
positivo, feri noviembr escal nacional fortalecer vigil patrullaj fortalec convivent pacif segur ciudadani
positivo,defensor puebl entrev dialog trascendent import acto efectu lun septiembr pabellon artes cas cultur ecuatorian nucle pichinch
negativo,libert plen pres persegu exili polit venezolan
positivo,conoc descarg proyect resolucion entreg ix asambl amazon 
positivo,compromis ecuatorian luch prevencion erradicacion violenci gener
positivo,deleg entrev program ecuavis reportaj especial cas sinango
positivo,artesan ecuatorian
positivo,mujer derech vot vot honr memori luch
positivo,cnii plant fortalec sistem proteccion inclu program servici atiend niñez adolescent asegur exist recurs afirm
positivo,ministr autor present salud madr vien atend neces hij centr salud san antoni 
negativo,viv presentacion agend atrev mied amer latin resurg grup antiderech puest ret altos top tem sensibl
positivo,fiscali inform ratif sentenci violacion profesor cas aampetr conoc cas nivel nacional 
negativo,ofrec terapi revert homosexual ilegal estaf peligr nociv
positivo,ret permanent compromis erradicacion form violenci mujer
positivo,felicit rescat jov años hij años victim person sum person rescat año gobiern prevencion combat sancion delit prioridad
negativo,dej llam grup conserv grup cristian grup antiderech grup odi quier proteg famili quier segu licenci tortur gent lgbtiq nombr 
negativo,necesit deb cas promov iguald gener mied mujer habl tip abus facil alzar voz tom
positivo,noviembr conmemor violenci mujer dec
positivo, seman compart espaci audiovisual principal activ realiz derech human mujer person lgbti
positivo,fiscal import mencion sentenci colombi firm preacuerd fiscali ecuador utiliz element conviccion cas asociacion ilicit plagi fern bald
negativo,boletin exministr ivan person juici delit lav activ 
positivo, institu firmant testig honor encamin accion elabor plan accion hag oper compromis coordin 
positivo,hotel acom renuev instalacion
positivo,event internacional erradicacion violenci muj organiz particip institu combat violenci 
positivo,ricard dueñ president directori global compact ecuador bibian aid represent delin plan cooper contribu iguald gener empoder mujer
positivo,haj sharief cofund organizacion togeth we build it cuy objet foment transicion democrat pacif libi inclu mujer juventud
positivo,santiag rold creador teatral ecuatorian obligacion viabiliz opcion decid
positivo,inici ceremoni coronel fortalec presid invit especial
negativo,comunic red violenci niñ niñ adolescent quit rechaz moviliz instan desinformacion desproteccion vulneracion derech niñez adolescent
negativo,virgini gmez torr violenci sexual viv niñ mujer result cruel patriarc rein socied
positivo,defensor puebl indic establecer accion defensorial tutel efect nacional amazoni centr sur preocup ampliacion rond petroler territori
positivo,fiscali inici diligent investigacion informacion proporcion fuent human via telefon madr dav rom ecu noch allan sector carcel investig continu mañan
positivo,ministr president coot establec gad cumpl asegur derech garanti constitucion refier estructur proteccion territori 
positivo, mensaj import lider reun iguald gener realid 
positivo,deleg juan jos simon event program red mujer cotopaxi conmemor internacional eliminacion violenci muj ciud
positivo, fech actualiz dat millon mil usuari mies acced bon pension inform ministr 
positivo,distrit educacion cotacachi ceremoni kuy raymi docent estudi educ institu
positivo,ministeri desarroll escal nacional campañ limpiez play cuerp hidric accion planet objet concienci ciudadani acerc cuid proteccion recurs natural
positivo, pas boston president republ moren mantuv entrev import caden television estadounidens
positivo,concurs danz ilum
positivo,lizet lantig reflexion relacion intergeneracional constru lectur person adult mayor ayud afront cambi vid envejec activ
positivo,vas logr
positivo, import resalt fech logr concienci rol mujer nelly sandoy usuari centr gerontolog event dej huell 
positivo,eco defensor derech apoy sobrevivient violenci sac luz histori noviembr internacional eliminacion violenci mujer
positivo, person particip caminat dej huell vid libr violenci niñ adolescent mujer organiz distrit 
negativo,ojos sangr seri
positivo,acab feminicidiosasesinat razon generol lanz inici region
positivo, niñ niñ adolescent fundacion trabaj niñ asociacion rafael mari lleg par tren sueñ 
negativo,señor unic sobr polit irrespons escrupul agit xenofobi arañ vot habl corrupcion mal gestion deud aument desiguald destroz public
positivo,march mujer divers amig entrañ camin junt porq junt fuert conquist derech fot
positivo,auspici ejecucion cooperacion mejor continu servici social ecuador cuy objet form personal operacion servici desarroll infantil salud 
positivo,rued prens asambl ped fiscalizacion tram cuart eje vial ubic sur
positivo,notici resolucion recomiend garantiz integral mujer amazon revis
negativo,vem viern quit patri octubr junt derech decid legal gratuit
negativo,racism xenofobi honest mes llev violacion grupal man magrebi cadiz senegales ataqu metr restaur aument inseg
negativo,toa maldon director bien product consum masiv brind entrev actuacion frent recl ciudadan pag autoriz institu financ
