polaridad;tweet
negativo;@CristinaReyesec @silviasalgadoan @lahoraecuador @elcomerciocom @Expresoec @eluniversocom @DiarioExtraEc @ULTIMAHORA_EC @ecuadorenvivo @ecuainm @CarlosVerareal @ecuavisa @teleamazonasec @TelediarioEC Quiero saber que opina sobre que el gobierno quiere consecionar CNT si van hacer algo para evitar semejante atraco o ud va ser parte del mismo
negativo;@MovistarEC Estimados movistar favor necesito realizar una cancelacion de mi plan favor cual es el procedimiento
positivo;RT @CNTinforma: Alianzas nacionales e internacionales en que participa #CNT para hacer de este un mundo mejor. #SomosResponsables @PactoGlo…
negativo;RT @EddiChonero1: Si moreNO quiere privatizar, primero que haga obras. Antes de mi Gob. @CNT_EC sólo contabilizaba pérdidas, hoy genera gan…
negativo;@ecuainm @CNT_EC @Lenin @SCC1705 @ElectricaQuito @TranselectricEC @CELEC_EP @MashiRafael @JorgeGlas Y este tipejo  santiago cuesta argumenta que como ya no sera empresa publica tendra que pagar  el 25% sobre utilidades?????  Ignora que la empresa privada no va a perder ese porcentaje, por ultimo lo pagaremos los usuarios
positivo;RT @nicomiranda360: Gracias @AVAstudillo por siempre apoyar proyectos distintos a los deportes tradicionales @karlmtb #aconcaguaparedsur201…
negativo;@PolitihacksE @SCC1705 @CNT_EC A razón de qué, se concesiona una empresa que da ganancia al estado (es decir a todos)? Donde están los dirigentes gremiales, pero el Sr. Miguel García para hablar mal de sus dirigidos, le faltan micrófonos
negativo;"@LEXKANDER @lucycatalina7 @CNT_EC Hay que sacarlos a todos los traidores malagradecidos saqueadores de siempre. 
La furia de un pueblo traicionado es más violenta que un tirano y sus secuaces"
negativo;@lduranaguilar @MashiRafael @Lenin @CNT_EC @BancadaRC_ @pabelml Wow usando a Villavicencio. Estas desesperadita mashi?
positivo;@Prisci_Frank @ClaroEcua llama al 5005000
negativo;@ClaroEcua Sres @GrupoTVCableEC  necesito solución les reiteró aún no tengo servicio no kiero traicionar y @ClaroEcua  me está persuadiendo😏
negativo;RT @IvanCor73366633: @jcmv_tel @caacosta1962 @Lenin @EcuavisaInforma @teleamazonasec Al Ministro debe de salir @Lenin @mariapaularomo eso e…
negativo;@ClaroEcua demasiado pésimo el servicio estos últimos días
positivo;RT @ClaroEcua: ¡En Navidad, #EseSmartphoneEsMío con Claro! Elige entre un Moto G6+, un Moto E5 o Moto C  con el doble de GIGAS para navegar…
positivo;@CorpDiego @SCC1705 @ivanroser @alexagacebo @reychris6 @amandaasubiar @chersan00 @FeliciaGarzon @Edwin20milla @Klavba21 @ing_carlos87 La concesión @CNT_EC -por 20 años. El costo 4.000 millones de dólares y 25% de las utilidades, según Santiago Cuesta. O sea los banqueros se llevaron 4.500 gratis y sin tanto trámite. Papi pueblo paga.
negativo;@ClaroEcua Nada por interno. Como puede ser posible en tres postes con falla de señal
negativo;Contrato servicio corporativo de Internet pensando que el servicio mejoraría total @CNT_EC empresa pública poco interesa
positivo;@CNT_EC @CNTinforma Hola. Gracias. Vivo en guayaquil, Via acla costa ciudadela puerto azul. Mz c prima 3. El número es 2990954. Gracias. Ayudenme.
negativo;@CNT_TeAyuda @caalberto93 @CNT_EC Sigo esperando a q se comuniquen conmigo x interno, no puedo enviarles DM
